,Geo,Time_period,Passengers_count,Norm_2019
1785,RO,2020-Q3,13597000.0,78.30568993319511
1786,RO,2020-Q4,11526000.0,66.37871458189358
1787,RO,2021-Q1,12082000.0,69.58074176457038
1788,RO,2021-Q2,12637000.0,72.77700990555172
1789,RO,2021-Q3,14912000.0,85.87882976272748
1790,RO,2021-Q4,12928000.0,74.45289103893113
1791,RO,2022-Q1,14565000.0,83.88044229440221
1792,RO,2022-Q2,18123000.0,104.37111264685556
1793,RO,2022-Q3,18561000.0,106.89357290946786
1794,RO,2022-Q4,18068000.0,104.05436535360516
1795,RO,2023-Q1,17826000.0,102.66067726330338
1852,SE,2018-Q1,60926000.0,88.42927225754013
1853,SE,2018-Q2,62259000.0,90.36401637202822
1854,SE,2018-Q3,56927000.0,82.62503991407588
1855,SE,2018-Q4,66378000.0,96.34241922842463
1856,SE,2019-Q1,65885000.0,95.62686870446167
1857,SE,2019-Q2,66840000.0,97.01297570321344
1858,SE,2019-Q3,62979000.0,91.40903944962118
1859,SE,2019-Q4,68898000.0,100.0
1860,SE,2020-Q1,63109000.0,91.59772417196436
1861,SE,2020-Q2,30624000.0,44.44831490028738
1862,SE,2020-Q3,38255000.0,55.52410810183169
1863,SE,2020-Q4,37175000.0,53.95657348544225
1864,SE,2021-Q1,31339000.0,45.486080873174835
1865,SE,2021-Q2,35757000.0,51.89845859096055
1866,SE,2021-Q3,42645000.0,61.895846033266565
1867,SE,2021-Q4,54750000.0,79.46529652529827
1868,SE,2022-Q1,,
1869,SE,2022-Q2,,
1870,SE,2022-Q3,,
1871,SE,2022-Q4,,
1872,SE,2023-Q1,,
